AppID,AppName,PhoneNumber,WabaId,PhoneId
4e6aa51d-7efa-4c2e-a3c0-cf6f598236ae,TrustDeedScotland1,4471360278014,114290475029761,114578121666554
6c0e647a-f223-4b00-b833-f8d8d30b0ef2,KnowEscape,4474888284787,101084966325386,112413228507785
